Results for Speed Limit: Merge:10 Target:10
Max Delay,Max Target Delay,Max Merge Delay,Min Delay,Min Target Delay,Min Merge Delay,Average Delay,Average Target Delay,Average Merge Delay,Std Dev Delay,Std Dev Target Delay,Std Dev Merge Delay,Throughput,Throughput Target,Throughput Merge,Completed Vehicles,Completed Target Vehicles,Completed Merge Vehicles
5.439999999967739,2.3399999999701784,5.439999999967739,0.0,0.0,0.040000000001224834,1.0024827586101066,0.20727272727106083,1.7760544217494492,1.1896203572998836,0.5641184493624609,1.126387614564309,0.28070854709145515,0.13893746842338983,0.1422901945601514,290.0,143.0,147.0
5.339999999967752,2.2799999999702685,5.339999999967752,0.0,0.0,0.020000000001296314,1.0441379310237944,0.18193103448148443,1.9063448275661043,1.2848301034519394,0.5076209508265292,1.2478366459053707,0.2810676694645973,0.14053383473229866,0.14083412653712293,290.0,145.0,145.0
5.459999999967643,2.279999999970233,5.459999999967643,0.0,0.0,0.0,1.0120134228085331,0.2407947019851448,1.8042176870556859,1.1467523326958218,0.6029634577249294,1.0265753947127734,0.28915195032038343,0.14674441205062658,0.14263535804394753,298.0,151.0,147.0
5.039999999968007,2.3399999999939247,5.039999999968007,0.0,0.0,4.369837824924616E-13,0.944398625419306,0.20331034482594573,1.6804109588853142,1.1436013077270444,0.5669179289446602,1.0955963389591172,0.2829088080888417,0.14171504525116868,0.14194050165282093,291.0,145.0,146.0
5.31999999996777,2.3399999999701784,5.31999999996777,0.0,0.0,0.020000000000116813,1.0874509803817904,0.1744871794864827,2.0369333333129096,1.3095094772832958,0.5398602559746541,1.194468889871327,0.29629342732115144,0.1510515511833321,0.14558018556630128,306.0,156.0,150.0
5.199999999967844,2.0799999999704504,5.199999999967844,0.0,0.0,0.020000000000187867,0.9222916666575401,0.1304054054053616,1.759428571409843,1.1742581693297791,0.42383365932484646,1.1326705304698643,0.2815359349340935,0.14491618361281194,0.13685774614851767,288.0,148.0,140.0
5.15999999996788,2.339999999970214,5.15999999996788,0.0,0.0,0.02000000000036195,0.9744217686972828,0.1956129032245949,1.842877697821503,1.18675865035476,0.5267564582195698,1.1130683785112383,0.28619823608452033,0.15088682514660084,0.13557801100238684,294.0,155.0,139.0
4.899999999968134,2.379999999970142,4.899999999968134,0.0,0.0,4.654054919228656E-13,0.9899324324221241,0.2501351351337483,1.7297297297104992,1.1581240636292873,0.622117120370816,1.0958434650558335,0.2869607367912612,0.1434803683956306,0.14377027840929155,296.0,148.0,148.0
5.09999999996797,2.119999999999404,5.09999999996797,0.0,0.0,0.0,1.0393856655183915,0.1822377622368146,1.856533333313495,1.2111522302964268,0.5127362761858433,1.1164891321461532,0.2851137535762643,0.1393164724680348,0.14596267247931619,293.0,143.0,150.0
4.659999999968459,2.379999999970142,4.659999999968459,0.0,0.0,0.020000000000187867,1.034912891975733,0.20876712328710256,1.8903546099086408,1.1944263312053762,0.5582603732955792,1.0689680921508427,0.2784515377900264,0.14165130493848035,0.13710351801801643,287.0,146.0,141.0
4.639999999968591,2.279999999970233,4.639999999968591,0.0,0.0,1.4210854715202004E-13,0.9435211267503811,0.19496402877680813,1.6611034482560822,1.113533392280629,0.559234283920514,1.0376545948651776,0.275910309719211,0.13529560629960402,0.14086970038480842,284.0,139.0,145.0
5.019999999968025,2.319999999975426,5.019999999968025,0.0,0.0,0.0,0.9691289198505615,0.20027210884254495,1.7764285714089787,1.1749838492804783,0.5630673351466997,1.1067410791632069,0.2788573649438206,0.1428293820443959,0.13637514855158658,287.0,147.0,140.0
4.719999999968298,2.2399999999702693,4.719999999968298,0.0,0.0,4.654054919228656E-13,1.0163440860093196,0.30272727272404887,1.657142857122623,1.1165279499134522,0.6854893086492708,1.037403876366715,0.27224293046600845,0.12921667286653737,0.14343982357886467,279.0,132.0,147.0
5.31999999996777,2.3800000000176915,5.31999999996777,0.0,0.0,1.2434497875801753E-13,1.007266435975966,0.23630136986235378,1.794405594385668,1.2085135433021137,0.6104209345916101,1.159644038922319,0.2805552858947495,0.14202058325722416,0.13882147364342276,289.0,146.0,143.0
5.419999999967679,2.279999999970233,5.419999999967679,0.0,0.0,0.0,0.9705154639080474,0.21455782312926636,1.7422222222030532,1.1850573415042538,0.5824347574199076,1.1457629944642131,0.2831510528161197,0.1440188106202527,0.1401159848986984,291.0,147.0,144.0
4.759999999968244,2.2999999999702148,4.759999999968244,0.0,0.0,0.0,0.8874125874032203,0.17931034482702446,1.61560283686101,1.1021192003780595,0.5387311467770227,1.0580326777572935,0.27734678045013544,0.14061287820024349,0.13698363968453783,286.0,145.0,141.0
4.8799999999681525,2.3199999999701966,4.8799999999681525,0.0,0.0,0.02000000000050761,0.9562937062833831,0.18318840579640605,1.6771621621428612,1.140209266955164,0.5415450059613987,1.0779134251238225,0.2769010320858391,0.13432225661399536,0.14329144317728737,286.0,138.0,148.0
